EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBMG;MARINGÁ;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;212;0;0;0;0;368396;330932;34085;27785;10054;3122;2;0;0;0;236;21836;4,75;1900
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBMK;MONTES CLAROS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;511;4;76;0;0;281336;258566;25105;21773;7203;4048;8;38456;0;0;556;49620;12,2667;4635
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;1066;6;1;0;0;2611530;2074440;267122;175392;53830;17514;9;1946;0;0;1342;137270;26,2667;10180
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;556;2;7;0;0;1148140;1081980;109118;89156;30441;9730;5;13622;0;0;590;56074;14,5833;4109
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRD;RONDONÓPOLIS;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;181;0;0;0;0;393412;301727;26111;25303;10350;3334;2;0;0;0;236;15664;5;1604
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;4225;40;529;0;0;4185840;3536320;351364;297323;95511;24273;29;442773;0;0;5001;419806;44,5833;37837
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;790;1;182;0;0;728190;661230;62431;55478;15834;4185;5;152334;0;0;870;74591;7,51667;6853
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;278;2;0;0;0;497488;293012;45240;24579;14082;4216;4;0;0;0;472;42924;7,43333;2472
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;801;5;0;0;0;916980;844254;90457;70189;17842;5270;5;0;0;0;870;85825;8,75;6521
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;3925;41;910;0;0;4859050;4411700;488858;374405;103989;28100;25;1022840;0;0;4323;434937;50,35;37827
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;295;0;0;0;0;562624;351640;57129;29562;14886;4768;4;0;0;0;472;47929;7,96667;2677
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;951;5;140;0;0;1532910;1133590;158574;93335;33972;10728;9;166880;0;0;1286;133036;17,55;6840
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;1783;401;1;0;0;0;0;0;1,05;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3437;71;279;0;0;1892720;1378240;188122;113171;70504;16040;40;111879;0;0;4720;469180;39,0667;24216
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;254;0;4;0;0;284698;255524;27164;20957;7146;2012;2;4024;0;0;283;27003;3,41667;1779
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1476;4;158;0;0;1750440;1484860;163747;124016;34245;10060;10;158948;0;0;1740;162776;17,0333;12424
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBUR;UBERABA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;517;1;0;0;0;595310;521653;56743;42490;17364;5045;5;0;0;0;590;56240;9,01667;3339
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;298;0;0;0;0;;;;;;;;;;;;;;3128
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;634;5;291;0;0;1670590;1562180;175928;133778;29642;9856;4;717024;0;0;678;71400;13,4667;6453
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;3305;1145;1;0;0;0;0;0;1,83333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;318;4;38;0;0;810660;364110;75297;29730;21099;6870;6;43510;0;0;708;65765;11,3833;2079
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6196;73;6882;0;0;7996680;7094420;732872;606761;155228;44655;39;7879890;0;0;6984;640078;73,35;58358
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;136;2;83;0;0;125565;103496;12562;8514;2757;761;1;63163;0;0;165;16508;1,33333;906
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5624;25;5868;0;0;5365050;4506640;549227;376129;113999;31962;42;4465550;0;0;7050;721742;56,0333;41138
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;388;4;140;0;0;1306030;928096;121064;77568;27825;9568;4;334880;0;0;546;50613;14,75;3189
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1196;9;1650;0;0;2927810;2860830;303277;247448;52041;21528;9;3946800;0;0;1224;126790;30,65;12100
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;2259;9;1390;0;0;8846700;7201690;920469;601316;140151;51008;16;4431320;0;0;2775;288732;67,9833;17806
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;138;0;0;0;0;467115;390678;47079;32870;8363;2831;1;0;0;0;165;16630;3,88333;1261
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRB;RIO BRANCO;AC;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;3013;0;0;0;0;29986;3470;6219;2304;2;3470980;0;0;0;26030;3,58333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRB;RIO BRANCO;AC;NORTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;2270;0;0;0;0;58924;6008;14303;5294;2;6008690;0;0;0;22261;8,21667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRB;RIO BRANCO;AC;NORTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;1774;0;0;0;0;27473;4695;6855;2647;1;4695780;0;0;0;10379;3,98333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRD;RONDONÓPOLIS;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;89;0;0;0;0;125906;94963;12509;7805;3090;1067;1;0;0;0;118;11724;1,6;640
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRD;RONDONÓPOLIS;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1318;15;1282;0;0;1773350;1406310;159796;118918;41899;22407;21;1367890;0;0;1662;149771;53,3;11328
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRD;RONDONÓPOLIS;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBMG;MARINGÁ;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;55;0;0;0;0;96406;44935;10050;3598;2394;817;1;0;0;0;118;12302;1,28333;280
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRD;RONDONÓPOLIS;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;156;0;0;0;0;393412;260052;36699;20633;9207;3334;2;0;0;0;236;22016;4,78333;678
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBAC;ARACATI;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;101;1;0;0;0;;;;;;;;;;;;;;999
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;107;2;99;0;0;55440;42372;5400;3442;1527;792;2;39204;0;0;140;13638;2,75;571
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4853;81;15404;0;0;2283340;1921790;222728;164705;61547;32868;83;6099980;0;0;5766;562552;104,8;36641
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;4898;1678;1;0;0;0;0;0;2,53333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;159;2;1158;0;0;291972;266802;28811;24607;5497;1678;1;1943120;0;0;174;17170;2,56667;1582
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4408;54;27583;0;0;8577940;7997350;876832;730742;168244;50340;30;46284300;0;0;5112;522554;79,2;45762
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;3111;49;2757;0;0;5408580;5145590;512841;437731;103421;31426;19;4560080;0;0;3270;310069;48,6833;28574
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;8799;100;13275;0;0;15430200;14326900;1472780;1219270;296648;90970;55;21956800;0;0;9329;890453;140,217;74257
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;651;5;1577;0;0;2162470;2022660;203068;186570;36968;12428;4;4899740;0;0;696;65359;16,8167;9647
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;4158;63;5237;0;0;7039820;6686060;760907;570713;134795;41808;26;8421100;0;0;4378;473208;63,5333;37840
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;17004;302;59082;0;0;28939200;27342400;3094510;2400530;569633;175272;109;95003900;0;0;17997;1924490;268,867;158517
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;109;0;44;0;0;298186;275443;23849;23192;8090;2527;1;111188;0;0;118;9438;3,88333;959
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;1605;26;777;0;0;4225790;3938670;406400;340173;78616;24540;10;1906760;0;0;1722;165609;35,55;17470
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;3148;7;1057;0;0;7946140;7715750;696767;665502;203541;66177;27;2590710;0;0;3242;284284;93,9333;34371
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;4576;28;46696;0;0;13731100;12982100;1400790;1263780;250532;79436;28;132477000;0;0;4840;493764;110,55;55573
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4927;36;35629;0;0;14423300;13977900;1476850;1323350;249515;73762;26;101079000;0;0;5084;520571;102,15;61312
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;601;7;313;0;0;1842920;1564400;157159;133784;46696;15618;6;814739;0;0;708;60377;22,55;6009
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFN;FERNANDO DE NORONHA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6027;106;58897;0;0;4999190;3308820;429665;314073;169131;42822;78;32334500;0;0;9106;782705;94,0167;61229
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;1086;27;3227;0;0;813846;680922;76136;58710;27562;6897;11;2023330;0;0;1298;121437;14,8333;8966
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;12898;320;47516;0;0;9687150;8087050;910328;692765;304575;75240;120;29792500;0;0;15450;1451980;162,217;90117
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;1176;23;348;0;0;2412980;2186180;231609;185218;64993;20449;11;646932;0;0;1298;124591;31,7167;11088
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;276;2;519;0;0;632316;501492;66618;43082;10745;3634;2;943023;0;0;348;36664;5,2;2492
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4288;37;4077;0;0;8154700;7791300;866004;677615;146290;47242;26;7407910;0;0;4488;476619;69,9167;47261
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;3579;74;15122;0;0;7941780;7519480;787302;681964;148264;46222;22;31771300;0;0;3780;374732;68,45;41048
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;18993;363;126177;0;0;42127200;39904300;4311450;3695170;794760;243716;116;265098000;0;0;20051;2052120;368,967;208143
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJE;CRUZ;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;1196;26;237;0;0;1376060;999856;127505;81874;38312;10868;13;198132;0;0;1646;152525;19,9667;8006
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJP;SANTA RITA;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;127;2;368;0;0;22890;13843;2353;1227;1341;327;3;40112;0;0;210;21602;2,03333;1368
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJP;SANTA RITA;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4736;150;17276;0;0;734660;516224;75194;45542;40206;10573;97;1883080;0;0;6740;690264;64,95;45793
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;808;11;1113;0;0;520380;395920;46840;34172;18583;4410;9;545370;0;0;1062;95602;10,0333;8031
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2067;20;7828;0;0;1303400;1012830;123742;88795;46215;10780;22;3835720;0;0;2660;252560;26,45;18386
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKG;CAMPINA GRANDE;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2808;44;10220;0;0;567424;401544;55782;35941;25907;8151;57;1461460;0;0;3968;390294;44,6667;30691
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2022;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;7847;167;25529;0;0;17292400;16222500;1757810;1421180;328760;98982;47;53764100;0;0;8211;834677;144,317;71581
